v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12
2.029879443,0.700937899,0.922498334,0.778365044,0.716933985,0.649042462,0.179759406,0.521331792,1.303092616,1.369061605,1.551212575,0.754618603
1.846011007,0.817654015,1.623049657,0.559510882,-1.433668016,0.008714271,-0.251745815,0.000110179,0.954539734,-0.959288016,1.488390513,-0.373397136
-0.551445595,0.115519372,-0.245195857,1.220636191,-0.550415422,-0.776083508,0.813165813,-0.802679845,-1.525904208,-1.203838438,-0.781277454,-1.119299627
-1.380410462,0.219318091,0.519552137,0.353065742,1.721879248,1.076026142,0.7711456,-0.381686114,-0.523181783,0.120352522,-0.395827825,1.735393283
0.438447713,1.51775774,0.469287498,1.407403231,0.791458158,1.541237112,0.404248366,0.825899485,1.259803873,2.601301229,0.977228779,3.041919968
-0.598426707,-0.875780978,-0.988919586,-1.483615137,-0.515772843,-0.441559349,-1.004926048,-2.612748945,-0.193697956,-0.19567731,-0.248658222,-0.813756742
0.041670658,0.944345285,0.874015818,0.203581719,2.411222618,0.989895894,0.46806231,-0.299130726,0.897244712,0.255685111,-1.355356928,0.464461662
1.891685231,0.929332937,0.371889236,2.656492613,0.879077657,1.354704741,1.547532124,0.383196534,-0.563745409,-0.780491309,-0.253569726,-0.711252067
-0.507488206,0.313518257,-0.464779805,0.147674293,-0.978744868,-0.39160834,-0.367536254,0.059549004,-1.23341629,-0.247022813,-0.096518915,-0.785826454
-0.913191946,-0.442793167,-0.836604116,-0.601913649,-0.554661719,2.218145345,-0.033194111,-0.191714087,0.112862838,-0.334548445,-0.660410431,0.474148209
-1.101972588,-0.453665738,0.232729289,0.299668002,-0.811343689,-1.638508931,-0.948864617,-0.760965334,-1.261353236,-0.736086425,-1.985036024,-1.368029847
-0.515516117,-0.319066086,1.24258579,-1.073365691,-0.933149664,-0.670592166,-1.942715315,-1.022694453,-0.389873836,-1.035439411,-0.593391865,-0.937892564
-1.66627374,-0.947819163,-0.866482486,-0.555540896,0.949742885,-0.44852573,1.474901186,1.135640998,0.415937599,-0.0482326,-0.311816076,-0.932060613
-0.020639185,0.172669237,-0.727418664,-1.044088145,0.688624676,0.498880201,0.437375859,0.913746178,1.434681334,1.546716584,0.6502683,1.377490434
-2.289014812,-0.936536688,-0.167182568,-1.196213724,0.217351872,0.533426308,0.200878372,0.041924734,-0.372471966,0.468695367,-0.7796269,-1.529696818
1.166003421,1.830087553,0.828278994,1.954177377,2.184051531,0.574913828,0.207949202,-1.097717165,0.533160839,0.489734585,0.811996309,0.473821414
0.11172897,-0.081426048,-1.013356789,0.306794104,0.267435723,0.097876945,0.460387751,-1.389462359,-0.854663392,-0.376434791,0.1432683,-0.434941756
2.154642607,1.059960335,1.072911771,1.184473131,2.48093274,1.811447437,0.559521738,1.150348026,1.113177101,1.879435212,2.21179505,1.547973264
-1.171681199,-1.273989898,0.40517448,-1.593228017,-0.41703667,-0.394791534,-1.010503627,-1.699567117,-0.727297449,0.786970751,0.128539424,0.559137787
1.697397361,2.54635104,1.529218471,3.002395515,-0.096328732,2.340708856,1.404783275,0.920598323,-0.471717336,0.190421582,0.276013151,1.485798132
-0.380133507,0.224071227,-0.116130175,0.35208942,0.182321402,0.424982951,-0.799839479,-0.610240855,-0.289495003,0.451702856,-1.248498619,-0.776978471
-0.749364558,0.173338609,-1.389679379,-0.90237407,-2.191877939,-1.571209131,-1.043449241,-1.941226937,-0.191737717,-0.609038298,-1.172091836,-1.479640118
-0.684972848,0.328398447,-1.682009746,-2.196720284,-0.655464595,-1.402540967,0.460071886,-0.620162155,-1.147852498,-1.174045102,-2.17804852,-1.930492071
-1.049728062,-0.251257863,-0.234511786,0.139983477,-0.388001901,-0.031341662,0.322252457,-0.769380404,-0.235965625,-0.146560549,-1.920495639,-0.133224386
-0.101017743,0.184573916,0.079110634,-0.641786125,-0.789659615,-0.812330513,-0.870527529,-0.844551241,-1.257808625,-0.48128517,0.043505027,-1.292641479
-0.273721954,0.155204336,0.098387976,-1.200769786,0.501208546,-0.010613271,-0.665672808,-1.304758813,-1.050792055,-2.048441381,-1.048866884,-0.713716584
-1.959895133,0.031556576,-1.783004682,-2.176148708,0.131556474,0.555087404,1.765696991,-1.000572536,-0.825977044,-0.019541996,0.692176464,0.935270282
0.308151911,0.659597699,-0.091055148,1.174759931,-0.902543527,0.465981782,0.65598045,0.853625168,2.076944199,2.524248081,2.173309581,2.261912162
0.164847082,0.096591818,0.596804509,-0.150947523,-1.534954958,1.182362562,-0.426186969,0.280649189,1.040295549,1.636924931,1.130206963,-0.480479524
0.765439066,-0.230578207,-0.218266441,-1.522918534,1.577376858,-0.129289002,0.540772308,1.010131073,1.209336166,1.523194689,1.816558679,-1.045824719
-0.79357317,-0.534808605,0.183809431,0.56596375,1.202556781,0.173721184,-0.568520189,-0.479364459,-0.015014165,-0.368907938,-1.271409046,-0.164470161
-1.117298219,-0.176192525,-1.03958401,0.033510046,-1.106047748,-1.581037931,-0.537729252,-1.572314055,-1.024996432,-0.107210835,0.07758055,-0.139379927
-0.836114746,-0.490906334,-0.465743623,0.317742856,-2.049292482,0.279978084,-0.371608726,-0.385484211,-1.359939452,-0.485226836,-0.091539603,-0.933576051
0.372580549,0.974172446,0.561881068,1.067904223,0.193300455,0.132898515,0.676540903,0.401939113,0.577121199,-0.546763127,0.074822758,1.025448956
2.150821152,1.202504271,1.643691199,1.351039081,0.555747625,0.259184824,2.080710627,1.783689913,-0.114133254,1.125424699,0.718347611,-0.445786035
0.462312783,1.329327491,2.093690171,0.862579061,0.582158472,1.034679243,-0.171396206,1.191839584,0.597344317,0.094997531,0.343738744,2.262560777
2.183985541,2.529687005,1.691494679,2.207991501,0.690441573,1.071466689,0.500003868,1.292993658,-0.022321894,0.28436383,-1.163068249,-2.20724235
-0.387375826,1.071410393,1.274890074,0.559359848,0.043794956,0.398625357,-0.466460487,0.59854278,-0.511689798,-0.780010236,-1.065510962,-1.290103398
0.513424502,1.013869803,0.645964525,1.415372568,0.336324565,-0.028042784,-1.936926743,-0.835225417,0.948441656,-0.015110165,0.660269817,0.724108077
0.384027671,-0.786282405,-1.109297416,-0.012031038,-0.054559908,0.085093552,0.583849167,1.201944464,0.495918432,0.007471189,-0.90325203,0.667276733
-0.425072789,-0.486900897,0.381908508,-0.796468806,-0.62114811,-0.511318288,-0.17656197,-0.517131798,0.216421131,0.481650416,-0.506715817,-1.166029887
0.497695201,0.870987066,-0.342901926,-0.143111074,1.235375031,-0.176804174,-0.765862118,0.654052972,1.212773773,1.226632425,1.392573752,1.108465357
0.562639481,-0.77836807,1.430967414,-0.190886264,0.495975837,0.566555867,-0.111706143,-0.232228599,-1.698336519,0.0720887,-0.230365565,0.937022076
0.199368941,-0.029594943,1.217240419,-0.242362812,0.601584465,1.608430387,0.336457002,1.620700161,-0.505505398,0.843260104,1.237353917,0.461516112
-0.451290863,0.161202751,0.412920725,0.126567895,0.140784867,-0.666619098,-0.441302919,-0.025524539,0.667651693,-0.347839284,1.324209709,0.560121916
0.830348296,0.418425229,1.70477895,1.367401281,-0.251491345,1.939636605,2.016008259,1.538056032,-0.758811971,-1.0446116,0.902445409,-0.358739145
-0.43047334,-0.37188772,0.17371563,-0.901501453,-0.525913466,-1.01789929,-1.326071503,-2.057873832,0.703212239,-0.879009521,0.728477704,1.234592443
-0.863834431,1.147335299,0.431190276,0.475247359,2.187057789,0.597209987,0.003973405,0.166130087,1.686613207,-0.594509715,0.205021923,-0.140984219
-0.288933708,1.580362751,-0.39463516,-0.935956057,-1.020509735,0.076611362,-1.80885957,-0.759393503,-1.301720086,-0.01193655,-0.50533365,-0.153029537
0.133594876,-0.754874726,1.829896884,-0.01677999,0.441584791,0.964795555,-0.064604688,1.800271471,0.004637848,-0.848807146,0.593610047,-0.590538454
-1.655722921,0.221103327,-1.254450703,0.316473488,-0.202961361,-0.651360787,-1.075415134,-2.107382348,-1.23502195,-2.032787787,-0.916106497,-0.713489245
-1.732355565,-2.447440888,-1.857962043,-3.092357033,-0.390220477,-0.404502615,-0.059830802,0.176938436,-1.67462665,-2.661029082,-1.27717874,-2.054801388
0.692305112,-0.896886905,-0.544485009,0.574669228,-0.231331242,0.525711168,-0.756193966,0.500468287,0.875977004,-0.310295672,-0.079066062,0.174815854
0.392526947,0.944487128,1.144007056,-0.906878095,-0.412521841,-0.444656952,0.010306563,0.367927278,-1.005631086,-0.952145537,-1.36932844,-1.81136109
0.815694191,1.438412049,2.403014243,0.47874603,1.469056659,0.618317681,1.115328863,-0.773300781,0.720254229,0.745062433,0.677834583,0.722770639
-0.499905389,-0.677646005,0.765210698,0.209238872,-1.998877931,-0.501428393,0.246298864,-0.125474525,1.138393055,0.209592508,0.58533231,-0.149306391
2.18253912,0.479696206,0.127011302,1.874993206,0.230798596,-0.071496831,0.709130456,1.371015019,-0.325686272,1.080487237,1.253067205,0.94431344
0.586117077,-1.183995287,-0.755676855,-0.113959135,-0.901473944,-1.698748287,-0.844235969,-0.562957083,-1.247683502,0.228374167,0.156406965,-0.194205616
-1.481330618,-1.181756316,-1.213065074,-1.229921434,0.380943675,-0.074846622,-0.179855375,0.725921897,0.556690259,0.349320402,0.174905069,0.676219185
0.151502105,0.611289896,2.000393844,1.651288264,0.895796975,-0.664236782,-0.351022781,-0.034669616,1.194445156,-0.823553976,-0.430231421,-0.86641124
0.169522764,0.812389541,0.347977668,-0.277686594,-0.163987096,1.355461601,1.861277666,0.903538046,-0.998794922,-0.416336581,0.611476139,-0.528336242
0.393139134,-0.255574054,-1.177086343,-1.974850206,-0.000603587,0.152864507,0.538155062,1.254591265,1.098617171,1.197239016,0.249216883,0.215477673
-0.312140424,-1.036927646,-0.20269365,-1.167486704,0.014861056,0.181350417,-0.592916112,0.61895961,0.095939283,-0.100651181,0.287533966,1.301780059
1.591951494,1.850171775,1.24257111,3.005276607,1.154045951,0.267901198,1.235847504,0.590983928,-0.275901788,-0.009372843,-0.223762972,0.006108866
-0.846873055,-0.791957465,-0.397258733,-0.370220471,-0.25417806,-1.695806069,-0.618318937,-0.146014594,0.767246448,-0.571738187,0.070972013,0.756121528
